"word","sentiment","translatedContent"
"exculpatory","negative","justificante"
"exonerate","negative","exonerar"
"exonerated","negative","exonerado"
"exonerates","negative","exonera"
"exonerating","negative","exonerando"
"exoneration","negative","exoneración"
"exonerations","negative","exoneraciones"
"exploit","negative","explotar"
"exploitation","negative","explotación"
"exploitations","negative","explotaciones"
"exploitative","negative","explotador"
"exploited","negative","explotado"
"exploiting","negative","explotando"
"exploits","negative","hazañas"
"expose","negative","exponer"
"exposed","negative","expuesto"
"exposes","negative","expone"
"exposing","negative","exposición"
"expropriate","negative","expropiar"
"expropriated","negative","expropiado"
"expropriates","negative","expropiados"
"expropriating","negative","expropiante"
"expropriation","negative","expropiación"
"expropriations","negative","expropiaciones"
"expulsion","negative","expulsión"
"expulsions","negative","expulsiones"
"extenuating","negative","atenuante"
"fail","negative","fallar"
"failed","negative","ha fallado"
"failing","negative","defecto"
"failings","negative","fallas"
"fails","negative","falla"
"failure","negative","fracaso"
"failures","negative","fallas"
"fallout","negative","caer"
"false","negative","falso"
"falsely","negative","falsamente"
"falsification","negative","falsificación"
"falsifications","negative","falsificaciones"
"falsified","negative","falsificado"
"falsifies","negative","falsifica"
"falsify","negative","falsificar"
"falsifying","negative","falsificar"
"falsity","negative","falsedad"
"fatalities","negative","muertes"
"fatality","negative","fatalidad"
"fatally","negative","fatalmente"
"fault","negative","culpa"
"faulted","negative","criticado"
"faults","negative","fallas"
"faulty","negative","defectuoso"
"fear","negative","miedo"
"fears","negative","miedos"
"felonies","negative","delitos graves"
"felonious","negative","criminal"
"felony","negative","delito"
"fictitious","negative","ficticio"
"fined","negative","multado"
"fines","negative","multas"
"fired","negative","despedido"
"firing","negative","disparo"
"flaw","negative","falla"
"flawed","negative","defectuoso"
"flaws","negative","fallas"
"forbid","negative","prohibir"
"forbidden","negative","prohibido"
"forbidding","negative","amenazante"
"forbids","negative","prohíbe"
"force","negative","fuerza"
"forced","negative","forzado"
"forcing","negative","forzando"
"foreclose","negative","anular una hipoteca"
"foreclosed","negative","ejecutado"
"forecloses","negative","ejecuciones hipotecarias"
"foreclosing","negative","ejecución hipotecaria"
"foreclosure","negative","juicio hipotecario"
"foreclosures","negative","ejecuciones hipotecarias"
"forego","negative","adelantar"
"foregoes","negative","renuncia"
"foregone","negative","resultado"
"forestall","negative","prevenir"
"forestalled","negative","impedido"
"forestalling","negative","Evasión"
"forestalls","negative","anticipaciones"
"forfeit","negative","perder"
"forfeited","negative","perdido"
"forfeiting","negative","perder"
"forfeits","negative","pierde"
"forfeiture","negative","pérdida"
"forfeitures","negative","confiscaciones"
"forgers","negative","falsificadores"
"forgery","negative","falsificación"
"fraud","negative","fraude"
"frauds","negative","fraudes"
"fraudulence","negative","fraude"
"fraudulent","negative","fraudulento"
"fraudulently","negative","fraudulentamente"
"frivolous","negative","frívolo"
"frivolously","negative","frívolamente"
"frustrate","negative","frustrar"
"frustrated","negative","frustrado"
"frustrates","negative","frustra"
"frustrating","negative","frustrante"
"frustratingly","negative","frustrantemente"
"frustration","negative","frustración"
"frustrations","negative","frustraciones"
"fugitive","negative","fugitivo"
"fugitives","negative","fugitivos"
"gratuitous","negative","gratuito"
"gratuitously","negative","gratuitamente"
"grievance","negative","queja"
"grievances","negative","quejas"
"grossly","negative","gravemente"
"groundless","negative","infundado"
"guilty","negative","culpable"
"halt","negative","detener"
"halted","negative","detenido"
"hamper","negative","cesto"
"hampered","negative","obstaculizado"
"hampering","negative","obstaculizar"
"hampers","negative","obstaculos"
"harass","negative","acosar"
"harassed","negative","acosado"
"harassing","negative","acoso"
"harassment","negative","acoso"
"hardship","negative","privación"
"hardships","negative","dificultades"
"harm","negative","daño"
"harmed","negative","perjudicado"
"harmful","negative","perjudicial"
"harmfully","negative","perjudicialmente"
"harming","negative","perjudicar"
"harms","negative","daños"
"harsh","negative","duro"
"harsher","negative","más duro"
"harshest","negative","más duro"
"harshly","negative","duramente"
"harshness","negative","dureza"
"hazard","negative","peligro"
"hazardous","negative","peligroso"
"hazards","negative","peligros"
"hinder","negative","impedir"
"hindered","negative","obstaculizado"
"hindering","negative","estorbador"
"hinders","negative","obstaculiza"
"hindrance","negative","obstáculo"
"hindrances","negative","obstáculos"
"hostile","negative","hostil"
"hostility","negative","hostilidad"
"hurt","negative","herir"
"hurting","negative","doloroso"
"idle","negative","ocioso"
"idled","negative","inactivo"
"idling","negative","de marcha en vacío"
"ignore","negative","ignorar"
"ignored","negative","ignorado"
"ignores","negative","ignora"
"ignoring","negative","postergación"
"ill","negative","enfermo"
"illegal","negative","ilegal"
"illegalities","negative","ilegalidades"
"illegality","negative","ilegalidad"
"illegally","negative","ilegalmente"
"illegible","negative","ilegible"
"illicit","negative","ilícito"
"illicitly","negative","ilícitamente"
"illiquid","negative","ilíquido"
"illiquidity","negative","iliquidez"
"imbalance","negative","desequilibrio"
"imbalances","negative","desequilibrios"
"immature","negative","inmaduro"
"immoral","negative","inmoral"
"impair","negative","perjudicar"
"impaired","negative","dañado"
"impairing","negative","perjudicial"
"impairment","negative","discapacidad"
"impairments","negative","impedimentos"
"impairs","negative","perjudica"
"impasse","negative","punto muerto"
"impasses","negative","impases"
"impede","negative","impedir"
"impeded","negative","impedido"
"impedes","negative","impide"
"impediment","negative","impedimento"
"impediments","negative","impedimentos"
"impeding","negative","obstaculizando"
"impending","negative","inminente"
"imperative","negative","imperativo"
"imperfection","negative","imperfección"
"imperfections","negative","imperfecciones"
"imperil","negative","poner en peligro"
"impermissible","negative","inadmisible"
"implicate","negative","implicar"
"implicated","negative","implicado"
"implicates","negative","implica"
"implicating","negative","implicando"
"impossibility","negative","imposibilidad"
"impossible","negative","imposible"
"impound","negative","confiscar"
"impounded","negative","confiscado"
"impounding","negative","incansable"
"impounds","negative","confisca"
"impracticable","negative","impracticable"
"impractical","negative","poco práctico"
"impracticalities","negative","impracticabilidades"
"impracticality","negative","impracticabilidad"
"imprisonment","negative","prisión"
"improper","negative","incorrecto"
"improperly","negative","incorrectamente"
"improprieties","negative","impropiedades"
"impropriety","negative","impropiedad"
"imprudent","negative","imprudente"
"imprudently","negative","imprudentemente"
"inability","negative","incapacidad"
"inaccessible","negative","inaccesible"
"inaccuracies","negative","inexactitudes"
"inaccuracy","negative","inexactitud"
"inaccurate","negative","incorrecto"
"inaccurately","negative","inexacta"
"inaction","negative","en acción"
"inactions","negative","inacciones"
"inactivate","negative","inactivar"
"inactivated","negative","inactivado"
"inactivates","negative","inactiva"
"inactivating","negative","inactivando"
"inactivation","negative","inactivacion"
"inactivations","negative","inactivaciones"
"inactivity","negative","inactividad"
"inadequacies","negative","deficiencias"
"inadequacy","negative","insuficiencia"
"inadequate","negative","inadecuado"
"inadequately","negative","inadecuadamente"
"inadvertent","negative","inadvertido"
"inadvertently","negative","por inadvertencia"
"inadvisability","negative","desaconsejable"
"inadvisable","negative","desaconsejable"
"inappropriate","negative","inapropiado"
"inappropriately","negative","inapropiadamente"
"inattention","negative","inatención"
"incapable","negative","incapaz"
"incapacitated","negative","incapacitado"
"incapacity","negative","incapacidad"
"incarcerate","negative","encarcelar"
"incarcerated","negative","encarcelado"
"incarcerates","negative","encarcelados"
"incarcerating","negative","encarcelar"
"incarceration","negative","encarcelamiento"
"incarcerations","negative","encarcelamientos"
"incidence","negative","incidencia"
"incidences","negative","incidencias"
"incident","negative","incidente"
"incidents","negative","incidentes"
"incompatibilities","negative","incompatibilidades"
"incompatibility","negative","incompatibilidad"
"incompatible","negative","incompatible"
"incompetence","negative","incompetencia"
"incompetency","negative","incompetencia"
"incompetent","negative","incompetente"
"incompetently","negative","incompetente"
"incompetents","negative","incompetentes"
"incomplete","negative","incompleto"
"incompletely","negative","incompletamente"
"incompleteness","negative","incompletitud"
"inconclusive","negative","poco concluyente"
"inconsistencies","negative","inconsistencias"
"inconsistency","negative","inconsecuencia"
"inconsistent","negative","inconsistente"
"inconsistently","negative","inconsistentemente"
"inconvenience","negative","inconveniencia"
"inconveniences","negative","inconvenientes"
"inconvenient","negative","inconveniente"
"incorrect","negative","incorrecto"
"incorrectly","negative","incorrectamente"
"incorrectness","negative","incorrección"
"indecency","negative","indecencia"
"indecent","negative","indecente"
"indefeasible","negative","irrevocable"
"indefeasibly","negative","sin lugar a dudas"
"indict","negative","procesar"
"indictable","negative","procesable"
"indicted","negative","acusado"
"indicting","negative","acusando"
"indictment","negative","acusación"
"indictments","negative","acusaciones"
"ineffective","negative","ineficaz"
"ineffectively","negative","ineficazmente"
"ineffectiveness","negative","inoperancia"
"inefficiencies","negative","ineficiencias"
"inefficiency","negative","ineficacia"
"inefficient","negative","ineficiente"
"inefficiently","negative","ineficientemente"
"ineligibility","negative","inelegibilidad"
"ineligible","negative","inelegible"
"inequitable","negative","injusto"
"inequitably","negative","inequívocamente"
"inequities","negative","inequidades"
"inequity","negative","falta de equidad"
"inevitable","negative","inevitable"
"inexperience","negative","inexperiencia"
"inexperienced","negative","inexperto"
"inferior","negative","inferior"
"inflicted","negative","infligido"
"infraction","negative","infracción"
"infractions","negative","infracciones"
"infringe","negative","infringir"
"infringed","negative","infringido"
"infringement","negative","infracción"
"infringements","negative","infracciones"
"infringes","negative","infringe"
"infringing","negative","infractor"
"inhibited","negative","inhibido"
"inimical","negative","hostil"
"injunction","negative","mandato"
"injunctions","negative","mandatos"
"injure","negative","lesionar"
"injured","negative","lesionado"
"injures","negative","lesiona"
"injuries","negative","heridas"
"injuring","negative","hiriendo"
"injurious","negative","perjudicial"
"injury","negative","lesión"
"inordinate","negative","desordenado"
"inordinately","negative","desmesuradamente"
"inquiry","negative","investigación"
"insecure","negative","inseguro"
"insensitive","negative","insensible"
"insolvencies","negative","insolvencias"
"insolvency","negative","insolvencia"
"insolvent","negative","insolvente"
"instability","negative","inestabilidad"
"insubordination","negative","insubordinación"
"insufficiency","negative","insuficiencia"
"insufficient","negative","insuficiente"
"insufficiently","negative","insuficientemente"
"insurrection","negative","insurrección"
"insurrections","negative","insurrecciones"
"intentional","negative","intencional"
"interfere","negative","interferir"
"interfered","negative","interferido"
"interference","negative","interferencia"
"interferences","negative","interferencias"
"interferes","negative","interfiere"
"interfering","negative","entrometido"
"intermittent","negative","intermitente"
"intermittently","negative","intermitentemente"
"interrupt","negative","interrumpir"
"interrupted","negative","interrumpido"
"interrupting","negative","interrumpiendo"
"interruption","negative","interrupción"
"interruptions","negative","interrupciones"
"interrupts","negative","interrumpe"
"intimidation","negative","intimidación"
"intrusion","negative","intrusión"
"invalid","negative","inválido"
"invalidate","negative","invalidar"
"invalidated","negative","invalidado"
"invalidates","negative","invalida"
"invalidating","negative","invalidante"
"invalidation","negative","invalidación"
"invalidity","negative","invalidez"
"investigate","negative","investigar"
"investigated","negative","investigado"
"investigates","negative","investiga"
"investigating","negative","investigando"
"investigation","negative","investigación"
"investigations","negative","investigaciones"
"involuntarily","negative","involuntariamente"
"involuntary","negative","involuntario"
"irreconcilable","negative","irreconciliable"
"irreconcilably","negative","irreconciliable"
"irrecoverable","negative","irrecuperable"
"irrecoverably","negative","irrecuperable"
"irregular","negative","irregular"
"irregularities","negative","irregularidades"
"irregularity","negative","irregularidad"
"irregularly","negative","irregularmente"
"irreparable","negative","irreparable"
"irreparably","negative","irreparablemente"
"irreversible","negative","irreversible"
"jeopardize","negative","poner en peligro"
"jeopardized","negative","comprometido"
"justifiable","negative","justificable"
"kickback","negative","contragolpe"
"kickbacks","negative","sobornos"
"knowingly","negative","sabiendas"
"lack","negative","carencia"
"lacked","negative","carecido"
"lacking","negative","carente"
"lackluster","negative","deslucido"
"lacks","negative","carece de"
"lag","negative","retraso"
"lagged","negative","rezagado"
"lagging","negative","rezagado"
"lags","negative","rezagos"
"lapse","negative","lapso"
"lapsed","negative","transcurrido"
"lapses","negative","lapsos"
"lapsing","negative","caduca"
"late","negative","tarde"
"laundering","negative","blanqueo"
"layoff","negative","dejar"
"layoffs","negative","despidos"
"lie","negative","mentira"
"limitation","negative","limitación"
"limitations","negative","limitaciones"
"lingering","negative","constante"
"liquidate","negative","liquidar"
"liquidated","negative","liquidado"
"liquidates","negative","liquida"
"liquidating","negative","liquidando"
"liquidation","negative","liquidación"
"liquidations","negative","liquidaciones"
"liquidator","negative","liquidador"
"liquidators","negative","liquidadores"
"litigant","negative","litigante"
"litigants","negative","litigantes"
"litigate","negative","litigar"
"litigated","negative","litigado"
"litigates","negative","litigantes"
"litigating","negative","litigar"
"litigation","negative","litigio"
"litigations","negative","litigios"
"lockout","negative","Bloqueo"
"lockouts","negative","cierres patronales"
"lose","negative","perder"
"loses","negative","pierde"
"losing","negative","perdiendo"
"loss","negative","pérdida"
"losses","negative","pérdidas"
"lost","negative","perdió"
"lying","negative","acostado"
"malfeasance","negative","crimen"
"malfunction","negative","mal funcionamiento"
"malfunctioned","negative","mal funcionamiento"
"malfunctioning","negative","mal funcionamiento"
"malfunctions","negative","mal funcionamiento"
"malice","negative","malicia"
"malicious","negative","malicioso"
"maliciously","negative","con malevolencia"
"malpractice","negative","negligencia profesional"
"manipulate","negative","manipular"
"manipulated","negative","manipulado"
"manipulates","negative","manipula"
"manipulating","negative","manipulando"
"manipulation","negative","manipulación"
"manipulations","negative","manipulaciones"
"manipulative","negative","manipulativo"
"markdown","negative","reducción"
"markdowns","negative","rebajas"
"misapplication","negative","aplicación errónea"
"misapplications","negative","aplicaciones incorrectas"
"misapplied","negative","mal aplicado"
"misapplies","negative","aplicaciones incorrectas"
"misapply","negative","aplicar mal"
"misapplying","negative","aplicación incorrecta"
"misappropriate","negative","malversar"
"misappropriated","negative","malversado"
"misappropriates","negative","apropiación indebida"
"misappropriating","negative","apropiación indebida"
"misappropriation","negative","malversación"
"misappropriations","negative","apropiaciones indebidas"
"misbranded","negative","mal etiquetado"
"miscalculate","negative","calcular mal"
"miscalculated","negative","calculó mal"
"miscalculates","negative","calcula mal"
"miscalculating","negative","calcular mal"
"miscalculation","negative","cálculo erróneo"
"miscalculations","negative","errores de cálculo"
"mischaracterization","negative","caracterización errónea"
"mischief","negative","travesura"
"misclassification","negative","clasificación errónea"
"misclassifications","negative","clasificaciones erróneas"
"misclassified","negative","mal clasificado"
"misclassify","negative","clasificar erróneamente"
"miscommunication","negative","falta de comunicación"
"misconduct","negative","mala conducta"
"misdated","negative","equivocado"
"misdemeanor","negative","delito"
"misdemeanors","negative","delitos menores"
"misdirected","negative","mal dirigido"
"mishandle","negative","manejar mal"
"mishandled","negative","mal manejado"
"mishandles","negative","mal manejo"
"mishandling","negative","mal manejo"
"misinform","negative","informar mal"
"misinformation","negative","desinformación"
"misinformed","negative","mal informado"
"misinforming","negative","desinformar"
"misinforms","negative","desinforma"
"misinterpret","negative","interpretar mal"
"misinterpretation","negative","mala interpretación"
"misinterpretations","negative","malas interpretaciones"
"misinterpreted","negative","malinterpretado"
"misinterpreting","negative","malinterpretar"
"misinterprets","negative","malinterpreta"
"misjudge","negative","juzgar mal"
"misjudged","negative","juzgado mal"
"misjudges","negative","juzgar mal"
"misjudging","negative","juzgar mal"
"misjudgment","negative","juicio erróneo"
"misjudgments","negative","juicios erróneos"
"mislabel","negative","etiqueta errónea"
"mislabeled","negative","mal etiquetado"
"mislabeling","negative","etiquetado incorrecto"
"mislabelled","negative","mal etiquetado"
"mislabels","negative","etiquetas erróneas"
"mislead","negative","engañar"
"misleading","negative","engañoso"
"misleadingly","negative","engañosamente"
"misleads","negative","engaña"
"misled","negative","engañado"
"mismanage","negative","administrar mal"
"mismanaged","negative","mal administrado"
"mismanagement","negative","mala administración"
"mismanages","negative","mala administración"
"mismanaging","negative","mal manejo"
"mismatch","negative","discordancia"
"mismatched","negative","no coincide"
"mismatches","negative","desajustes"
"mismatching","negative","desajuste"
"misplaced","negative","fuera de lugar"
"misprice","negative","precio equivocado"
"mispricing","negative","precios erróneos"
"mispricings","negative","malentendidos"
"misrepresent","negative","falsificar"
"misrepresentation","negative","tergiversación"
"misrepresentations","negative","tergiversaciones"
"misrepresented","negative","tergiversado"
"misrepresenting","negative","tergiversar"
"misrepresents","negative","tergiversaciones"
"miss","negative","perder"
"missed","negative","perdido"
"misses","negative","echa de menos"
"misstate","negative","declarar erróneamente"
"misstated","negative","equivocado"
"misstatement","negative","declaración errónea"
"misstatements","negative","incorrecciones"
"misstates","negative","declaraciones equivocadas"
"misstating","negative","equivocarse"
"misstep","negative","paso en falso"
"missteps","negative","pasos en falso"
"mistake","negative","Error"
"mistaken","negative","equivocado"
"mistakenly","negative","erróneamente"
"mistakes","negative","errores"
"mistaking","negative","confundiendo"
"mistrial","negative","juicio nulo"
"mistrials","negative","juicios"
"misunderstand","negative","entender mal"
"misunderstanding","negative","malentendido"
"misunderstandings","negative","malentendidos"
"misunderstood","negative","incomprendido"
"misuse","negative","mal uso"
"misused","negative","mal usado"
"misuses","negative","mal uso"
"misusing","negative","mal uso"
"monopolistic","negative","monopolístico"
"monopolists","negative","monopolistas"
"monopolization","negative","monopolización"
"monopolize","negative","monopolizar"
"monopolized","negative","monopolizado"
"monopolizes","negative","monopoliza"
"monopolizing","negative","monopolizando"
"monopoly","negative","monopolio"
"moratoria","negative","moratoria"
"moratorium","negative","moratoria"
"moratoriums","negative","moratorias"
"mothballed","negative","mothballed"
"mothballing","negative","mothballing"
"negative","negative","negativo"
"negatively","negative","negativamente"
"negatives","negative","negativos"
"neglect","negative","negligencia"
"neglected","negative","descuidado"
"neglectful","negative","negligente"
"neglecting","negative","descuidar"
"neglects","negative","descuida"
"negligence","negative","negligencia"
"negligences","negative","negligencias"
"negligent","negative","negligente"
"negligently","negative","negligentemente"
"nonattainment","negative","falta de logro"
"noncompetitive","negative","no competitivo"
"noncompliance","negative","incumplimiento"
"noncompliances","negative","incumplimientos"
"noncompliant","negative","no conforme"
"noncomplying","negative","incumplimiento"
"nonconforming","negative","no conforme"
"nonconformities","negative","no conformidades"
"nonconformity","negative","disconformidad"
"nondisclosure","negative","no divulgación"
"nonfunctional","negative","no funcional"
"nonpayment","negative","falta de pago"
"nonpayments","negative","impagos"
"nonperformance","negative","incumplimiento"
"nonperformances","negative","no actuaciones"
"nonperforming","negative","no funciona"
"nonproducing","negative","no productivo"
"nonproductive","negative","no productivo"
"nonrecoverable","negative","no recuperable"
"nonrenewal","negative","no renovación"
"nuisance","negative","molestia"
"nuisances","negative","molestias"
"nullification","negative","anulación"
"nullifications","negative","anulaciones"
"nullified","negative","anulado"
"nullifies","negative","anula"
"nullify","negative","anular"
"nullifying","negative","anulación"
"objected","negative","objetado"
"objecting","negative","objetando"
"objection","negative","objeción"
"objectionable","negative","objetable"
"objectionably","negative","objetablemente"
"objections","negative","objeciones"
"obscene","negative","obsceno"
"obscenity","negative","obscenidad"
"obsolescence","negative","obsolescencia"
"obsolete","negative","obsoleto"
"obstacle","negative","obstáculo"
"obstacles","negative","obstáculos"
"obstruct","negative","obstruir"
"obstructed","negative","obstruido"
"obstructing","negative","obstruyendo"
"obstruction","negative","obstrucción"
"obstructions","negative","obstrucciones"
"offence","negative","ofensa"
"offences","negative","ofensas"
"offend","negative","ofender"
"offended","negative","ofendido"
"offender","negative","delincuente"
"offenders","negative","delincuentes"
"offending","negative","ofensivo"
"offends","negative","ofende"
"omission","negative","omisión"
"omissions","negative","omisiones"
"omit","negative","omitir"
"omits","negative","omite"
"omitted","negative","omitido"
"omitting","negative","omitiendo"
"onerous","negative","oneroso"
"opportunistic","negative","oportunista"
"opportunistically","negative","oportunistamente"
"oppose","negative","oponerse a"
"opposed","negative","opuesto"
"opposes","negative","se opone"
"opposing","negative","opuesto"
"opposition","negative","oposición"
"oppositions","negative","oposiciones"
"outage","negative","corte"
"outages","negative","apagones"
"outdated","negative","anticuado"
"outmoded","negative","anticuado"
"overage","negative","exceso"
"overages","negative","excedentes"
"overbuild","negative","edificar demasiado"
"overbuilding","negative","construcción excesiva"
"overbuilds","negative","construcciones excesivas"
"overbuilt","negative","sobre construido"
"overburden","negative","sobrecargar"
"overburdened","negative","sobrecargado"
"overburdening","negative","sobrecarga"
"overcapacities","negative","sobrecapacidades"
"overcapacity","negative","sobrecapacidad"
"overcharge","negative","sobrecargar"
"overcharged","negative","sobrecargado"
"overcharges","negative","sobrecargos"
"overcharging","negative","sobrecarga"
"overcome","negative","superar"
"overcomes","negative","vence"
"overcoming","negative","superar"
"overdue","negative","atrasado"
"overestimate","negative","sobreestimar"
"overestimated","negative","sobreestimado"
"overestimates","negative","sobreestima"
"overestimating","negative","sobreestimando"
"overestimation","negative","sobreestimación"
"overestimations","negative","sobreestimaciones"
"overload","negative","sobrecargar"
"overloaded","negative","sobrecargado"
"overloading","negative","sobrecarga"
"overloads","negative","sobrecargas"
"overlook","negative","pasar por alto"
"overlooked","negative","pasado por alto"
"overlooking","negative","con vista a"
"overlooks","negative","pasa por alto"
"overpaid","negative","pagado en exceso"
"overpayment","negative","pago excesivo"
"overpayments","negative","pagos excesivos"
"overproduced","negative","sobreproducido"
"overproduces","negative","sobreproductos"
"overproducing","negative","sobreproducción"
"overproduction","negative","superproducción"
"overrun","negative","invadir"
"overrunning","negative","desbordamiento"
"overruns","negative","desbordamientos"
"overshadow","negative","eclipsar"
"overshadowed","negative","eclipsado"
"overshadowing","negative","eclipsar"
"overshadows","negative","sombras"
"overstate","negative","exagerar"
"overstated","negative","exagerado"
"overstatement","negative","exageración"
"overstatements","negative","exageraciones"
"overstates","negative","exagera"
"overstating","negative","exagerando"
"oversupplied","negative","sobre abastecido"
"oversupplies","negative","exceso de suministros"
"oversupply","negative","proveer en exceso"
"oversupplying","negative","sobreoferta"
"overtly","negative","abiertamente"
"overturn","negative","anular"
"overturned","negative","volcado"
"overturning","negative","volcar"
"overturns","negative","vuelcos"
"overvalue","negative","sobrevalorar"
"overvalued","negative","sobrevalorado"
"overvaluing","negative","sobrevalorando"
"panic","negative","pánico"
"panics","negative","pánico"
"penalize","negative","penalizar"
"penalized","negative","penalizado"
"penalizes","negative","penaliza"
"penalizing","negative","penalizando"
"penalties","negative","sanciones"
"penalty","negative","multa"
"peril","negative","peligro"
"perils","negative","peligros"
"perjury","negative","perjurio"
"perpetrate","negative","perpetrar"
"perpetrated","negative","perpetrado"
"perpetrates","negative","perpetra"
"perpetrating","negative","perpetrador"
"perpetration","negative","perpetración"
"persist","negative","persistir"
"persisted","negative","persistió"
"persistence","negative","persistencia"
"persistent","negative","persistente"
"persistently","negative","continuamente"
"persisting","negative","persistente"
"persists","negative","persiste"
"pervasive","negative","penetrante"
"pervasively","negative","generalizado"
"pervasiveness","negative","omnipresencia"
"petty","negative","pequeño"
"picket","negative","piquete"
"picketed","negative","piqueteado"
"picketing","negative","piquetes"
"plaintiff","negative","demandante"
"plaintiffs","negative","demandantes"
"plea","negative","petición"
"plead","negative","alegar"
"pleaded","negative","suplicó"
"pleading","negative","Suplicando"
"pleadings","negative","alegatos"
"pleads","negative","suplica"
"pleas","negative","súplicas"
"pled","negative","pled"
"poor","negative","pobre"
"poorly","negative","mal"
"poses","negative","poses"
"posing","negative","posando"
"postpone","negative","posponer"
"postponed","negative","pospuesto"
"postponement","negative","aplazamiento"
"postponements","negative","aplazamientos"
"postpones","negative","aplazamientos"
"postponing","negative","posponer"
"precipitated","negative","precipitado"
"precipitous","negative","precipitado"
"precipitously","negative","precipitadamente"
"preclude","negative","imposibilitar"
"precluded","negative","excluido"
"precludes","negative","excluye"
"precluding","negative","excluyendo"
"predatory","negative","depredador"
"prejudice","negative","perjudicar"
"prejudiced","negative","parcial"
"prejudices","negative","prejuicios"
"prejudicial","negative","perjudicial"
"prejudicing","negative","prejuicios"
"premature","negative","prematuro"
"prematurely","negative","prematuramente"
"pressing","negative","prensado"
"pretrial","negative","antes del juicio"
"preventing","negative","previniendo"
"prevention","negative","prevención"
"prevents","negative","evita"
"problem","negative","problema"
"problematic","negative","problemático"
"problematical","negative","problemático"
"problems","negative","problemas"
"prolong","negative","prolongar"
"prolongation","negative","prolongación"
"prolongations","negative","prolongaciones"
"prolonged","negative","prolongado"
"prolonging","negative","prolongando"
"prolongs","negative","prolonga"
"prone","negative","propenso"
"prosecute","negative","enjuiciar"
"prosecuted","negative","procesado"
"prosecutes","negative","procesa"
"prosecuting","negative","enjuiciamiento"
"prosecution","negative","enjuiciamiento"
"prosecutions","negative","procesamientos"
"protest","negative","protesta"
"protested","negative","protestado"
"protester","negative","protestador"
"protesters","negative","manifestantes"
"protesting","negative","protestando"
"protestor","negative","manifestante"
"protestors","negative","manifestantes"
"protests","negative","protestas"
"protracted","negative","prolongado"
"protraction","negative","prolongación"
"provoke","negative","provocar"
"provoked","negative","provocado"
"provokes","negative","provoca"
"provoking","negative","provocador"
"punished","negative","castigado"
"punishes","negative","castiga"
"punishing","negative","agotador"
"punishment","negative","castigo"
"punishments","negative","castigos"
"punitive","negative","punitivo"
"purport","negative","significado"
"purported","negative","presunto"
"purportedly","negative","supuestamente"
"purporting","negative","pretendiendo"
"purports","negative","significa"
"question","negative","pregunta"
"questionable","negative","cuestionable"
"questionably","negative","cuestionablemente"
"questioned","negative","cuestionado"
"questioning","negative","interrogatorio"
"questions","negative","preguntas"
"quit","negative","dejar"
"quitting","negative","Dejar"
"racketeer","negative","chantajista"
"racketeering","negative","crimen organizado"
"rationalization","negative","racionalización"
"rationalizations","negative","racionalizaciones"
"rationalize","negative","racionalizar"
"rationalized","negative","racionalizado"
"rationalizes","negative","racionaliza"
"rationalizing","negative","racionalización"
"reassessment","negative","revaloración"
"reassessments","negative","reevaluaciones"
"reassign","negative","reasignar"
"reassigned","negative","reasignado"
"reassigning","negative","reasignación"
"reassignment","negative","reasignación"
"reassignments","negative","reasignaciones"
"reassigns","negative","reasignaciones"
"recall","negative","recordar"
"recalled","negative","recordado"
"recalling","negative","recordando"
"recalls","negative","recuerda"
"recession","negative","recesión"
"recessionary","negative","recesivo"
"recessions","negative","recesiones"
"reckless","negative","temerario"
"recklessly","negative","aturdidamente"
"recklessness","negative","imprudencia"
"redact","negative","redactar"
"redacted","negative","redactado"
"redacting","negative","redactando"
"redaction","negative","redacción"
"redactions","negative","redacciones"
"redefault","negative","redeterminado"
"redefaulted","negative","redimido"
"redefaults","negative","redefaults"
"redress","negative","compensación"
"redressed","negative","reparado"
"redresses","negative","reparaciones"
"redressing","negative","reparación"
"refusal","negative","rechazo"
"refusals","negative","rechazos"
"refuse","negative","negar"
"refused","negative","rechazado"
"refuses","negative","se niega"
"refusing","negative","negarse"
"reject","negative","rechazar"
"rejected","negative","rechazado"
"rejecting","negative","rechazando"
"rejection","negative","rechazo"
"rejections","negative","rechazos"
"rejects","negative","rechaza"
"relinquish","negative","renunciar"
"relinquished","negative","entregado"
"relinquishes","negative","abandona"
"relinquishing","negative","renunciar a"
"relinquishment","negative","renuncia"
"relinquishments","negative","renuncias"
"reluctance","negative","reluctancia"
"reluctant","negative","reacio"
"renegotiate","negative","renegociar"
"renegotiated","negative","renegociado"
"renegotiates","negative","renegociados"
"renegotiating","negative","renegociación"
"renegotiation","negative","renegociación"
"renegotiations","negative","renegociaciones"
"renounce","negative","renunciar"
"renounced","negative","renunciado"
"renouncement","negative","renuncia"
"renouncements","negative","renuncias"
"renounces","negative","renuncia"
"renouncing","negative","renunciando"
"reparation","negative","reparación"
"reparations","negative","indemnización"
"repossessed","negative","embargado"
"repossesses","negative","embarga"
"repossessing","negative","embargar"
"repossession","negative","recuperación"
"repossessions","negative","embargos"
"repudiate","negative","repudiar"
"repudiated","negative","repudiado"
"repudiates","negative","repudia"
"repudiating","negative","repudiando"
"repudiation","negative","repudio"
"repudiations","negative","repudiaciones"
"resign","negative","Renunciar"
"resignation","negative","resignación"
"resignations","negative","renuncias"
"resigned","negative","renunciar"
"resigning","negative","renunciando"
"resigns","negative","renuncia"
"restate","negative","reafirmar"
"restated","negative","reexpresado"
