"word","sentiment","translatedContent"
"digress","anticipation","divagar"
"digress","negative","divagar"
"dike","fear","dique"
"dilapidated","disgust","arruinado"
"dilapidated","negative","arruinado"
"dilapidated","sadness","arruinado"
"diligence","positive","diligencia"
"diligence","trust","diligencia"
"dilute","negative","diluir"
"diminish","negative","disminuir"
"diminish","sadness","disminuir"
"diminished","negative","disminuido"
"din","negative","estruendo"
"dinner","positive","cena"
"dinosaur","fear","dinosaurio"
"diplomacy","anticipation","diplomacia"
"diplomacy","positive","diplomacia"
"diplomacy","trust","diplomacia"
"diplomatic","positive","diplomático"
"diplomatic","trust","diplomático"
"dire","disgust","terrible"
"dire","fear","terrible"
"dire","negative","terrible"
"dire","sadness","terrible"
"dire","surprise","terrible"
"director","positive","director"
"director","trust","director"
"dirt","disgust","suciedad"
"dirt","negative","suciedad"
"dirty","disgust","sucio"
"dirty","negative","sucio"
"disability","negative","discapacidad"
"disability","sadness","discapacidad"
"disable","fear","inhabilitar"
"disable","negative","inhabilitar"
"disable","sadness","inhabilitar"
"disabled","fear","discapacitado"
"disabled","negative","discapacitado"
"disabled","sadness","discapacitado"
"disaffected","negative","desafecto"
"disagree","anger","discrepar"
"disagree","negative","discrepar"
"disagreeing","anger","en desacuerdo"
"disagreeing","negative","en desacuerdo"
"disagreeing","sadness","en desacuerdo"
"disagreement","anger","desacuerdo"
"disagreement","negative","desacuerdo"
"disagreement","sadness","desacuerdo"
"disallowed","anger","no permitido"
"disallowed","disgust","no permitido"
"disallowed","fear","no permitido"
"disallowed","negative","no permitido"
"disallowed","sadness","no permitido"
"disappear","fear","desaparecer"
"disappoint","anger","decepcionar"
"disappoint","disgust","decepcionar"
"disappoint","negative","decepcionar"
"disappoint","sadness","decepcionar"
"disappointed","anger","decepcionado"
"disappointed","disgust","decepcionado"
"disappointed","negative","decepcionado"
"disappointed","sadness","decepcionado"
"disappointing","negative","decepcionante"
"disappointing","sadness","decepcionante"
"disappointment","disgust","decepción"
"disappointment","negative","decepción"
"disappointment","sadness","decepción"
"disapproval","negative","desaprobación"
"disapproval","sadness","desaprobación"
"disapprove","anger","desaprobar"
"disapprove","disgust","desaprobar"
"disapprove","fear","desaprobar"
"disapprove","negative","desaprobar"
"disapprove","sadness","desaprobar"
"disapproved","anger","desaprobado"
"disapproved","negative","desaprobado"
"disapproved","sadness","desaprobado"
"disapproving","anger","desaprobando"
"disapproving","disgust","desaprobando"
"disapproving","negative","desaprobando"
"disapproving","sadness","desaprobando"
"disaster","anger","desastre"
"disaster","disgust","desastre"
"disaster","fear","desastre"
"disaster","negative","desastre"
"disaster","sadness","desastre"
"disaster","surprise","desastre"
"disastrous","anger","desastroso"
"disastrous","fear","desastroso"
"disastrous","negative","desastroso"
"disastrous","sadness","desastroso"
"disbelieve","negative","no creer"
"discards","negative","descartes"
"discharge","negative","descarga"
"disciple","trust","discípulo"
"discipline","fear","disciplina"
"discipline","negative","disciplina"
"disclaim","anger","negar"
"disclaim","disgust","negar"
"disclaim","negative","negar"
"disclaim","trust","negar"
"disclosed","trust","revelado"
"discoloration","disgust","descoloramiento"
"discoloration","negative","descoloramiento"
"discolored","disgust","descolorado"
"discolored","negative","descolorado"
"discolored","sadness","descolorado"
"discomfort","negative","malestar"
"discomfort","sadness","malestar"
"disconnect","negative","desconectar"
"disconnect","sadness","desconectar"
"disconnected","negative","desconectado"
"disconnected","sadness","desconectado"
"disconnection","negative","desconexión"
"discontent","anger","descontento"
"discontent","disgust","descontento"
"discontent","fear","descontento"
"discontent","negative","descontento"
"discontent","sadness","descontento"
"discontinue","negative","discontinuar"
"discontinuity","disgust","discontinuidad"
"discontinuity","fear","discontinuidad"
"discontinuity","negative","discontinuidad"
"discontinuity","sadness","discontinuidad"
"discord","anger","discordia"
"discord","disgust","discordia"
"discord","negative","discordia"
"discourage","fear","desalentar"
"discourage","negative","desalentar"
"discourage","sadness","desalentar"
"discouragement","negative","desánimo"
"discovery","positive","descubrimiento"
"discredit","negative","descrédito"
"discreet","anticipation","discreto"
"discreet","positive","discreto"
"discretion","anticipation","discreción"
"discretion","positive","discreción"
"discretion","trust","discreción"
"discretionary","positive","discrecional"
"discriminate","anger","discriminar"
"discriminate","negative","discriminar"
"discriminate","sadness","discriminar"
"discriminating","disgust","discriminante"
"discriminating","negative","discriminante"
"discrimination","anger","discriminación"
"discrimination","disgust","discriminación"
"discrimination","fear","discriminación"
"discrimination","negative","discriminación"
"discrimination","sadness","discriminación"
"discussion","positive","discusión"
"disdain","anger","desdén"
"disdain","disgust","desdén"
"disdain","negative","desdén"
"disease","anger","enfermedad"
"disease","disgust","enfermedad"
"disease","fear","enfermedad"
"disease","negative","enfermedad"
"disease","sadness","enfermedad"
"diseased","disgust","enfermo"
"diseased","fear","enfermo"
"diseased","negative","enfermo"
"diseased","sadness","enfermo"
"disembodied","fear","incorpóreo"
"disembodied","negative","incorpóreo"
"disembodied","sadness","incorpóreo"
"disengagement","negative","retirada"
"disfigured","anger","desfigurado"
"disfigured","disgust","desfigurado"
"disfigured","fear","desfigurado"
"disfigured","negative","desfigurado"
"disfigured","sadness","desfigurado"
"disgrace","anger","desgracia"
"disgrace","disgust","desgracia"
"disgrace","negative","desgracia"
"disgrace","sadness","desgracia"
"disgraced","anger","deshonrado"
"disgraced","disgust","deshonrado"
"disgraced","negative","deshonrado"
"disgraced","sadness","deshonrado"
"disgraceful","anger","vergonzoso"
"disgraceful","disgust","vergonzoso"
"disgraceful","negative","vergonzoso"
"disgruntled","anger","descontento"
"disgruntled","disgust","descontento"
"disgruntled","negative","descontento"
"disgruntled","sadness","descontento"
"disgust","anger","asco"
"disgust","disgust","asco"
"disgust","fear","asco"
"disgust","negative","asco"
"disgust","sadness","asco"
"disgusting","anger","asqueroso"
"disgusting","disgust","asqueroso"
"disgusting","fear","asqueroso"
"disgusting","negative","asqueroso"
"disheartened","negative","desanimado"
"disheartened","sadness","desanimado"
"disheartening","negative","desalentador"
"disheartening","sadness","desalentador"
"dishonest","anger","deshonesto"
"dishonest","disgust","deshonesto"
"dishonest","negative","deshonesto"
"dishonest","sadness","deshonesto"
"dishonesty","disgust","deshonestidad"
"dishonesty","negative","deshonestidad"
"dishonor","anger","deshonra"
"dishonor","disgust","deshonra"
"dishonor","fear","deshonra"
"dishonor","negative","deshonra"
"dishonor","sadness","deshonra"
"disillusionment","anger","desilusión"
"disillusionment","disgust","desilusión"
"disillusionment","negative","desilusión"
"disillusionment","sadness","desilusión"
"disinfection","positive","desinfección"
"disinformation","anger","desinformación"
"disinformation","fear","desinformación"
"disinformation","negative","desinformación"
"disingenuous","disgust","falso"
"disingenuous","negative","falso"
"disintegrate","disgust","desintegrarse"
"disintegrate","fear","desintegrarse"
"disintegrate","negative","desintegrarse"
"disintegration","negative","desintegración"
"disinterested","negative","desinteresado"
"dislike","anger","disgusto"
"dislike","disgust","disgusto"
"dislike","negative","disgusto"
"disliked","anger","no me gustó"
"disliked","negative","no me gustó"
"disliked","sadness","no me gustó"
"dislocated","anger","dislocado"
"dislocated","disgust","dislocado"
"dislocated","fear","dislocado"
"dislocated","negative","dislocado"
"dislocated","sadness","dislocado"
"dismal","disgust","triste"
"dismal","fear","triste"
"dismal","negative","triste"
"dismal","sadness","triste"
"dismay","anger","consternación"
"dismay","anticipation","consternación"
"dismay","fear","consternación"
"dismay","negative","consternación"
"dismay","sadness","consternación"
"dismay","surprise","consternación"
"dismemberment","disgust","desmembramiento"
"dismemberment","fear","desmembramiento"
"dismemberment","negative","desmembramiento"
"dismemberment","sadness","desmembramiento"
"dismissal","anger","despido"
"dismissal","disgust","despido"
"dismissal","fear","despido"
"dismissal","negative","despido"
"dismissal","sadness","despido"
"dismissal","surprise","despido"
"disobedience","anger","desobediencia"
"disobedience","disgust","desobediencia"
"disobedience","negative","desobediencia"
"disobedient","anger","desobediente"
"disobedient","negative","desobediente"
"disobey","anger","desobedecer"
"disobey","disgust","desobedecer"
"disobey","negative","desobedecer"
"disorder","fear","trastorno"
"disorder","negative","trastorno"
"disorderly","negative","desordenado"
"disorganized","negative","desestructurado"
"disparage","anger","menospreciar"
"disparage","disgust","menospreciar"
"disparage","negative","menospreciar"
"disparage","sadness","menospreciar"
"disparaging","anger","despectivo"
"disparaging","disgust","despectivo"
"disparaging","negative","despectivo"
"disparaging","sadness","despectivo"
"disparity","anger","disparidad"
"disparity","disgust","disparidad"
"disparity","negative","disparidad"
"disparity","sadness","disparidad"
"dispassionate","negative","desapasionado"
"dispassionate","sadness","desapasionado"
"dispel","negative","disipar"
"dispel","sadness","disipar"
"dispersion","negative","dispersión"
"displace","negative","desplazar"
"displaced","anger","desplazado"
"displaced","fear","desplazado"
"displaced","sadness","desplazado"
"displeased","anger","disgustado"
"displeased","disgust","disgustado"
"displeased","fear","disgustado"
"displeased","negative","disgustado"
"displeased","sadness","disgustado"
"displeasure","disgust","disgusto"
"displeasure","negative","disgusto"
"disposal","negative","disposición"
"dispose","disgust","disponer"
"disposed","anticipation","dispuesto"
"disposed","positive","dispuesto"
"disposed","trust","dispuesto"
"dispossessed","anger","desposeído"
"dispossessed","fear","desposeído"
"dispossessed","negative","desposeído"
"dispossessed","sadness","desposeído"
"dispute","anger","disputa"
"dispute","negative","disputa"
"disqualification","negative","descalificación"
"disqualified","anger","descalificado"
"disqualified","disgust","descalificado"
"disqualified","negative","descalificado"
"disqualified","sadness","descalificado"
"disqualify","negative","descalificar"
"disqualify","sadness","descalificar"
"disregard","negative","indiferencia"
"disregarded","disgust","ignorado"
"disregarded","negative","ignorado"
"disreputable","anger","de mala fama"
"disreputable","disgust","de mala fama"
"disreputable","fear","de mala fama"
"disreputable","negative","de mala fama"
"disrespect","anger","falta de respeto"
"disrespect","negative","falta de respeto"
"disrespectful","anger","irrespetuoso"
"disrespectful","disgust","irrespetuoso"
"disrespectful","fear","irrespetuoso"
"disrespectful","negative","irrespetuoso"
"disrespectful","sadness","irrespetuoso"
"disruption","anger","ruptura"
"disruption","fear","ruptura"
"disruption","negative","ruptura"
"disruption","surprise","ruptura"
"dissatisfaction","negative","insatisfacción"
"dissection","disgust","disección"
"disseminate","positive","diseminar"
"dissension","anger","disensión"
"dissension","negative","disensión"
"dissenting","negative","disidente"
"disservice","anger","deservicio"
"disservice","disgust","deservicio"
"disservice","negative","deservicio"
"disservice","sadness","deservicio"
"dissident","anger","disidente"
"dissident","fear","disidente"
"dissident","negative","disidente"
"dissolution","anger","disolución"
"dissolution","fear","disolución"
"dissolution","negative","disolución"
"dissolution","sadness","disolución"
"dissolution","surprise","disolución"
"dissonance","anger","disonancia"
"dissonance","negative","disonancia"
"distaste","disgust","disgusto"
"distaste","negative","disgusto"
"distasteful","disgust","desagradable"
"distasteful","negative","desagradable"
"distillation","positive","destilación"
"distinction","positive","distinción"
"distorted","disgust","distorsionado"
"distorted","negative","distorsionado"
"distortion","negative","distorsión"
"distract","negative","distraer"
"distracted","anger","distraído"
"distracted","negative","distraído"
"distracting","anger","distraer"
"distracting","anticipation","distraer"
"distracting","negative","distraer"
"distraction","negative","distracción"
"distraught","negative","loco"
"distraught","sadness","loco"
"distress","anger","angustia"
"distress","disgust","angustia"
"distress","fear","angustia"
"distress","negative","angustia"
"distress","sadness","angustia"
"distress","surprise","angustia"
"distressed","fear","afligido"
"distressed","negative","afligido"
"distressing","anger","angustioso"
"distressing","fear","angustioso"
"distressing","negative","angustioso"
"distrust","anger","desconfianza"
"distrust","disgust","desconfianza"
"distrust","fear","desconfianza"
"distrust","negative","desconfianza"
"disturbance","anger","disturbio"
"disturbance","fear","disturbio"
"disturbance","negative","disturbio"
"disturbance","sadness","disturbio"
"disturbance","surprise","disturbio"
"disturbed","anger","perturbado"
"disturbed","negative","perturbado"
"disturbed","sadness","perturbado"
"disuse","negative","desuso"
"disused","anger","en desuso"
"disused","negative","en desuso"
"ditty","joy","cancioneta"
"ditty","positive","cancioneta"
"divan","trust","diván"
"divergent","negative","divergente"
"divergent","surprise","divergente"
"diverse","negative","diverso"
"diverse","positive","diverso"
"diversified","positive","diversificado"
"diversion","positive","desviación"
"diversion","surprise","desviación"
"divested","negative","despojado"
"divestment","negative","despojo"
"divination","anticipation","Adivinación"
"divinity","positive","divinidad"
"divorce","anger","divorcio"
"divorce","disgust","divorcio"
"divorce","fear","divorcio"
"divorce","negative","divorcio"
"divorce","sadness","divorcio"
"divorce","surprise","divorcio"
"divorce","trust","divorcio"
"dizziness","negative","mareo"
"dizzy","negative","mareado"
"docked","negative","atracado"
"doctor","positive","médico"
"doctor","trust","médico"
"doctrine","trust","doctrina"
"doer","positive","hacedor"
"dogged","positive","obstinado"
"dogma","trust","dogma"
"doit","negative","hazlo"
"doldrums","negative","zona de las calmas ecuatoriales"
"doldrums","sadness","zona de las calmas ecuatoriales"
"dole","negative","limosna"
"dole","sadness","limosna"
"doll","joy","muñeca"
"dolor","negative","dolor"
"dolor","sadness","dolor"
"dolphin","joy","delfín"
"dolphin","positive","delfín"
"dolphin","surprise","delfín"
"dolphin","trust","delfín"
"dominant","fear","dominante"
"dominant","negative","dominante"
"dominate","anger","dominar"
"dominate","fear","dominar"
"dominate","negative","dominar"
"dominate","positive","dominar"
"domination","anger","dominación"
"domination","fear","dominación"
"domination","negative","dominación"
"domination","sadness","dominación"
"dominion","fear","dominio"
"dominion","trust","dominio"
"don","positive","don"
"don","trust","don"
"donation","positive","donación"
"donkey","disgust","Burro"
"donkey","negative","Burro"
"doodle","negative","garabatear"
"doom","fear","condenar"
"doom","negative","condenar"
"doomed","fear","condenado"
"doomed","negative","condenado"
"doomed","sadness","condenado"
"doomsday","anger","Día del Juicio Final"
"doomsday","anticipation","Día del Juicio Final"
"doomsday","disgust","Día del Juicio Final"
"doomsday","fear","Día del Juicio Final"
"doomsday","negative","Día del Juicio Final"
"doomsday","sadness","Día del Juicio Final"
"doubt","fear","duda"
"doubt","negative","duda"
"doubt","sadness","duda"
"doubt","trust","duda"
"doubtful","negative","dudoso"
"doubting","negative","inseguro"
"doubtless","positive","indudable"
"doubtless","trust","indudable"
"douche","negative","ducha"
"dour","negative","austero"
"dove","anticipation","paloma"
"dove","joy","paloma"
"dove","positive","paloma"
"dove","trust","paloma"
"downfall","fear","caída"
"downfall","negative","caída"
"downfall","sadness","caída"
"downright","trust","completamente"
"downy","positive","velloso"
"drab","negative","monótono"
"drab","sadness","monótono"
"draft","anticipation","sequía"
"dragon","fear","continuar"
"drainage","negative","drenaje"
"drawback","negative","retirarse"
"dread","anticipation","pavor"
"dread","fear","pavor"
"dread","negative","pavor"
"dreadful","anger","terrible"
"dreadful","anticipation","terrible"
"dreadful","disgust","terrible"
"dreadful","fear","terrible"
"dreadful","negative","terrible"
"dreadful","sadness","terrible"
"dreadfully","disgust","horrorosamente"
"dreadfully","fear","horrorosamente"
"dreadfully","negative","horrorosamente"
"dreadfully","sadness","horrorosamente"
"dreadfully","surprise","horrorosamente"
"dreary","negative","triste"
"dreary","sadness","triste"
"drinking","negative","Bebiendo"
"drivel","disgust","mentiras"
"drivel","negative","mentiras"
"drone","negative","zumbido"
"drool","disgust","babear"
"drooping","negative","caído"
"drought","negative","sequía"
"drown","fear","ahogar"
"drown","negative","ahogar"
"drown","sadness","ahogar"
"drowsiness","negative","somnolencia"
"drudgery","negative","trabajo penoso"
"drugged","sadness","drogado"
"drunken","disgust","borracho"
"drunken","negative","borracho"
"drunkenness","negative","embriaguez"
"dubious","fear","dudoso"
"dubious","negative","dudoso"
"dubious","trust","dudoso"
"duel","anger","duelo"
"duel","anticipation","duelo"
"duel","fear","duelo"
"duet","positive","dueto"
"duke","positive","duque"
"dull","negative","aburrido"
"dull","sadness","aburrido"
"dumb","negative","tonto"
"dummy","negative","tonto"
"dumps","anger","deshecho"
"dumps","negative","deshecho"
"dumps","sadness","deshecho"
"dun","negative","pardo"
"dung","disgust","estiércol"
"dungeon","fear","calabozo"
"dungeon","negative","calabozo"
"dupe","anger","engañar"
"dupe","negative","engañar"
"duplicity","anger","duplicidad"
"duplicity","negative","duplicidad"
"durability","positive","durabilidad"
"durability","trust","durabilidad"
"durable","positive","durable"
"durable","trust","durable"
"duress","anger","coacción"
"duress","disgust","coacción"
"duress","fear","coacción"
"duress","negative","coacción"
"duress","sadness","coacción"
"dust","negative","polvo"
"dutiful","anticipation","obediente"
"dutiful","positive","obediente"
"dutiful","trust","obediente"
"dwarfed","fear","empequeñecido"
"dwarfed","negative","empequeñecido"
"dwarfed","sadness","empequeñecido"
"dying","anger","muriendo"
"dying","disgust","muriendo"
"dying","fear","muriendo"
"dying","negative","muriendo"
"dying","sadness","muriendo"
"dynamic","surprise","dinámica"
"dysentery","disgust","disentería"
"dysentery","negative","disentería"
"dysentery","sadness","disentería"
"eager","anticipation","ansioso"
"eager","joy","ansioso"
"eager","positive","ansioso"
"eager","surprise","ansioso"
"eager","trust","ansioso"
"eagerness","anticipation","afán"
"eagerness","joy","afán"
"eagerness","positive","afán"
"eagerness","trust","afán"
"eagle","trust","águila"
"earl","positive","conde"
"earn","positive","ganar"
"earnest","positive","serio"
"earnestly","positive","formalmente"
"earnestness","positive","seriedad"
"earthquake","anger","terremoto"
"earthquake","fear","terremoto"
"earthquake","negative","terremoto"
"earthquake","sadness","terremoto"
"earthquake","surprise","terremoto"
"ease","positive","facilitar"
"easement","positive","comodidad"
"easygoing","positive","de trato fácil"
"eat","positive","comer"
"eavesdropping","negative","espionaje"
"economy","trust","economía"
"ecstasy","anticipation","éxtasis"
"ecstasy","joy","éxtasis"
"ecstasy","positive","éxtasis"
"ecstatic","anticipation","extático"
"ecstatic","joy","extático"
"ecstatic","positive","extático"
"ecstatic","surprise","extático"
"edict","fear","edicto"
"edict","negative","edicto"
"edification","anticipation","edificación"
"edification","joy","edificación"
"edification","positive","edificación"
"edification","trust","edificación"
"edition","anticipation","edición"
"educate","positive","educar"
"educated","positive","educado"
"educational","positive","educativo"
"educational","trust","educativo"
"eel","fear","Anguila"
"effective","positive","eficaz"
"effective","trust","eficaz"
"effeminate","negative","afeminado"
"efficacy","positive","eficacia"
"efficiency","positive","eficiencia"
"efficient","anticipation","eficiente"
"efficient","positive","eficiente"
"efficient","trust","eficiente"
"effigy","anger","efigie"
"effort","positive","esfuerzo"
"egotistical","disgust","ególatra"
"egotistical","negative","ególatra"
"egregious","anger","enorme"
"egregious","disgust","enorme"
"egregious","negative","enorme"
"ejaculation","anticipation","eyaculación"
"ejaculation","joy","eyaculación"
"ejaculation","positive","eyaculación"
"ejaculation","surprise","eyaculación"
"ejaculation","trust","eyaculación"
"eject","negative","expulsar"
"ejection","negative","expulsión"
"elaboration","positive","elaboración"
"elated","joy","exaltado"
"elated","positive","exaltado"
"elbow","anger","codo"
"elder","positive","mayor"
"elder","trust","mayor"
"elders","positive","ancianos"
"elders","trust","ancianos"
"elect","positive","electo"
"elect","trust","electo"
"electorate","trust","electorado"
"electric","joy","eléctrico"
"electric","positive","eléctrico"
"electric","surprise","eléctrico"
"electricity","positive","electricidad"
"elegance","anticipation","elegancia"
"elegance","joy","elegancia"
"elegance","positive","elegancia"
"elegance","trust","elegancia"
"elegant","joy","elegante"
"elegant","positive","elegante"
"elevation","anticipation","elevación"
"elevation","fear","elevación"
"elevation","joy","elevación"
"elevation","positive","elevación"
"elevation","trust","elevación"
"elf","anger","duende"
"elf","disgust","duende"
"elf","fear","duende"
"eligible","positive","elegible"
"elimination","anger","eliminación"
"elimination","disgust","eliminación"
"elimination","fear","eliminación"
"elimination","negative","eliminación"
"elimination","sadness","eliminación"
"elite","anticipation","élite"
"elite","joy","élite"
"elite","positive","élite"
"elite","trust","élite"
"eloquence","positive","elocuencia"
"eloquent","positive","elocuente"
"elucidate","positive","dilucidar"
"elucidate","trust","dilucidar"
"elusive","negative","elusivo"
"elusive","surprise","elusivo"
"emaciated","fear","demacrado"
"emaciated","negative","demacrado"
"emaciated","sadness","demacrado"
"emancipation","anticipation","emancipación"
"emancipation","joy","emancipación"
"emancipation","positive","emancipación"
"embargo","negative","embargo"
"embarrass","negative","avergonzar"
"embarrass","sadness","avergonzar"
"embarrassing","negative","embarazoso"
"embarrassment","fear","vergüenza"
"embarrassment","negative","vergüenza"
"embarrassment","sadness","vergüenza"
"embarrassment","surprise","vergüenza"
"embezzlement","negative","malversación"
"embolism","fear","embolia"
"embolism","negative","embolia"
"embolism","sadness","embolia"
"embrace","anticipation","abrazo"
"embrace","joy","abrazo"
"embrace","positive","abrazo"
"embrace","surprise","abrazo"
"embrace","trust","abrazo"
"embroiled","negative","embrollado"
"emergency","fear","emergencia"
"emergency","negative","emergencia"
"emergency","sadness","emergencia"
"emergency","surprise","emergencia"
"emeritus","positive","emeritus"
"eminence","positive","eminencia"
"eminence","trust","eminencia"
"eminent","positive","eminente"
"eminently","positive","eminentemente"
"emir","positive","emir"
"empathy","positive","empatía"
"emphasize","trust","enfatizar"
"employ","trust","emplear"
"empower","positive","autorizar"
"emptiness","sadness","vacío"
"emulate","positive","emular"
"enable","positive","habilitar"
"enable","trust","habilitar"
"enablement","positive","habilitación"
"enablement","trust","habilitación"
"enchant","anticipation","encantar"
"enchant","joy","encantar"
"enchant","positive","encantar"
"enchant","surprise","encantar"
"enchanted","joy","encantado"
"enchanted","positive","encantado"
"enchanted","trust","encantado"
"enchanting","anticipation","encantador"
"enchanting","joy","encantador"
"enchanting","positive","encantador"
"enclave","negative","enclave"
"encore","positive","bis"
"encourage","joy","alentar"
"encourage","positive","alentar"
"encourage","trust","alentar"
"encouragement","positive","ánimo"
"encroachment","fear","invasión"
"encroachment","negative","invasión"
"encumbrance","anger","gravamen"
"encumbrance","fear","gravamen"
"encumbrance","negative","gravamen"
"encumbrance","sadness","gravamen"
"encyclopedia","positive","enciclopedia"
"encyclopedia","trust","enciclopedia"
"endanger","anticipation","poner en peligro"
"endanger","fear","poner en peligro"
"endanger","negative","poner en peligro"
"endangered","fear","en peligro de extinción"
"endangered","negative","en peligro de extinción"
"endeavor","anticipation","esfuerzo"
"endeavor","positive","esfuerzo"
"endemic","disgust","endémico"
"endemic","fear","endémico"
"endemic","negative","endémico"
"endemic","sadness","endémico"
"endless","anger","sin fin"
"endless","fear","sin fin"
"endless","joy","sin fin"
"endless","negative","sin fin"
"endless","positive","sin fin"
"endless","sadness","sin fin"
"endless","trust","sin fin"
"endocarditis","fear","endocarditis"
"endocarditis","sadness","endocarditis"
"endow","positive","dotar"
"endow","trust","dotar"
"endowed","positive","dotado"
"endowment","positive","dotación"
"endowment","trust","dotación"
"endurance","positive","resistencia"
"endure","positive","soportar"
"enema","disgust","enema"
"enemy","anger","enemigo"
"enemy","disgust","enemigo"
"enemy","fear","enemigo"
"enemy","negative","enemigo"
"energetic","positive","energético"
"enforce","anger","hacer cumplir"
"enforce","fear","hacer cumplir"
"enforce","negative","hacer cumplir"
"enforce","positive","hacer cumplir"
"enforcement","negative","aplicación"
"engaged","anticipation","comprometido"
"engaged","joy","comprometido"
"engaged","positive","comprometido"
"engaged","trust","comprometido"
"engaging","joy","atractivo"
"engaging","positive","atractivo"
"engaging","trust","atractivo"
"engulf","anticipation","sumergir"
"enhance","positive","mejorar"
"enigmatic","fear","enigmático"
"enigmatic","negative","enigmático"
"enjoy","anticipation","disfrutar"
"enjoy","joy","disfrutar"
"enjoy","positive","disfrutar"
"enjoy","trust","disfrutar"
"enjoying","anticipation","disfrutando"
"enjoying","joy","disfrutando"
"enjoying","positive","disfrutando"
"enjoying","trust","disfrutando"
"enlighten","joy","iluminar"
"enlighten","positive","iluminar"
"enlighten","trust","iluminar"
"enlightenment","joy","iluminación"
"enlightenment","positive","iluminación"
"enlightenment","trust","iluminación"
"enliven","joy","animar"
"enliven","positive","animar"
"enliven","surprise","animar"
"enliven","trust","animar"
"enmity","anger","enemistad"
"enmity","fear","enemistad"
"enmity","negative","enemistad"
"enmity","sadness","enemistad"
"enrich","positive","enriquecer"
"enroll","anticipation","inscribirse"
"enroll","trust","inscribirse"
"ensemble","positive","conjunto"
"ensemble","trust","conjunto"
"ensign","positive","bandera"
"enslave","negative","esclavizar"
"enslaved","anger","esclavizado"
"enslaved","disgust","esclavizado"
"enslaved","fear","esclavizado"
"enslaved","negative","esclavizado"
"enslaved","sadness","esclavizado"
"enslavement","negative","esclavitud"
"entangled","anger","enredado"
"entangled","disgust","enredado"
"entangled","fear","enredado"
"entangled","negative","enredado"
"entangled","sadness","enredado"
"entanglement","negative","entrelazamiento"
"enterprising","positive","emprendedor"
"entertain","joy","entretener"
"entertain","positive","entretener"
"entertained","joy","entretenido"
"entertained","positive","entretenido"
"entertaining","anticipation","entretenido"
"entertaining","joy","entretenido"
"entertaining","positive","entretenido"
"entertainment","anticipation","entretenimiento"
"entertainment","joy","entretenimiento"
"entertainment","positive","entretenimiento"
"entertainment","surprise","entretenimiento"
"entertainment","trust","entretenimiento"
"enthusiasm","anticipation","entusiasmo"
"enthusiasm","joy","entusiasmo"
"enthusiasm","positive","entusiasmo"
"enthusiasm","surprise","entusiasmo"
"enthusiast","anticipation","entusiasta"
"enthusiast","joy","entusiasta"
"enthusiast","positive","entusiasta"
"enthusiast","surprise","entusiasta"
"entrails","disgust","entrañas"
"entrails","negative","entrañas"
"entrust","trust","confiar"
"envious","negative","envidioso"
"environ","positive","reinar"
"ephemeris","positive","efemérides"
"epic","positive","épico"
"epidemic","anger","epidemia"
"epidemic","anticipation","epidemia"
"epidemic","disgust","epidemia"
"epidemic","fear","epidemia"
"epidemic","negative","epidemia"
"epidemic","sadness","epidemia"
"epidemic","surprise","epidemia"
"epilepsy","negative","epilepsia"
"episcopal","trust","episcopal"
"epitaph","sadness","epitafio"
"epitome","positive","epítome"
"equality","joy","igualdad"
"equality","positive","igualdad"
"equality","trust","igualdad"
"equally","positive","Igualmente"
"equilibrium","positive","equilibrio"
"equity","positive","capital"
"eradicate","anger","erradicar"
"eradicate","negative","erradicar"
"eradication","anger","erradicación"
"eradication","disgust","erradicación"
"eradication","fear","erradicación"
"eradication","negative","erradicación"
"erase","fear","borrar"
"erase","negative","borrar"
"erosion","negative","erosión"
"erotic","anticipation","erótico"
"erotic","joy","erótico"
"erotic","negative","erótico"
"erotic","positive","erótico"
"erotic","surprise","erótico"
"erotic","trust","erótico"
"err","negative","errar"
"errand","anticipation","recado"
"errand","positive","recado"
"errand","trust","recado"
"errant","negative","andante"
"erratic","negative","errático"
"erratic","surprise","errático"
"erratum","negative","errata"
"erroneous","negative","erróneo"
"error","negative","error"
"error","sadness","error"
"erudite","positive","erudito"
"erupt","anger","estallar"
"erupt","negative","estallar"
"erupt","surprise","estallar"
"eruption","anger","erupción"
"eruption","fear","erupción"
"eruption","negative","erupción"
"eruption","surprise","erupción"
"escalate","anger","escalar"
"escalate","negative","escalar"
"escape","anticipation","escapar"
"escape","fear","escapar"
"escape","negative","escapar"
"escape","positive","escapar"
"escaped","fear","escapado"
"eschew","anger","evitar"
"eschew","negative","evitar"
"eschew","sadness","evitar"
"escort","trust","escolta"
"espionage","negative","espionaje"
"esprit","positive","espíritu"
"essential","positive","esencial"
"establish","trust","establecer"
"established","joy","establecido"
"established","positive","establecido"
"esteem","joy","estima"
"esteem","positive","estima"
"esteem","sadness","estima"
"esteem","trust","estima"
"esthetic","positive","estético"
"estranged","negative","distanciado"
"ethereal","fear","etéreo"
"ethical","positive","ético"
"ethics","positive","ética"
"euthanasia","fear","eutanasia"
"euthanasia","negative","eutanasia"
"euthanasia","sadness","eutanasia"
"evacuate","fear","evacuar"
"evacuate","negative","evacuar"
"evacuation","negative","evacuación"
"evade","anger","evadir"
"evade","disgust","evadir"
"evade","fear","evadir"
"evade","negative","evadir"
"evanescence","sadness","evanescencia"
"evanescence","surprise","evanescencia"
"evasion","fear","evasión"
"evasion","negative","evasión"
"evasion","sadness","evasión"
